date,grid_load_mwh,grid_load_incl_pumped_mwh,residual_load_mwh
2025-07-27,972402.0,1016246.0,618686.0
2025-07-28,1208581.0,1244015.0,655402.0
2025-07-29,1248672.0,1289159.0,546806.0
2025-07-30,1233730.0,1271474.0,562660.0
2025-07-31,1227633.0,1263779.0,574001.0
2025-08-01,1188028.0,1220763.0,711826.0
2025-08-02,1020379.0,1065715.0,483168.0
2025-08-03,969225.0,1024963.0,357549.0
2025-08-04,1184077.0,1218331.0,493443.0
2025-08-05,1226280.0,1286070.0,388212.0
2025-08-06,1208954.0,1247653.0,483380.0
2025-08-07,1191206.0,1229984.0,648788.0
2025-08-08,1177651.0,1209518.0,639157.0
2025-08-09,1012708.0,1057178.0,520570.0
2025-08-10,952554.0,1002727.0,348663.0
2025-08-11,1142494.0,1180501.0,642341.0
2025-08-12,1193070.0,1223097.0,660379.0
2025-08-13,1233357.0,1265449.0,700688.0
2025-08-14,1260042.0,1289348.0,801241.0
2025-08-15,1215539.0,1253215.0,650169.0
2025-08-16,1075929.0,1109365.0,443499.0
2025-08-17,962772.0,1004711.0,481975.0
2025-08-18,1158298.0,1191011.0,689338.0
2025-08-19,1202992.0,1237126.0,688681.0
2025-08-20,1224377.0,1250725.0,735834.0
2025-08-21,1232373.0,1261638.0,661419.0
2025-08-22,1218548.0,1246581.0,568956.0
2025-08-23,1051705.0,1092786.0,429308.0
2025-08-24,967270.0,1009046.0,468781.0
2025-08-25,1180206.0,1203542.0,699727.0
2025-08-26,1203113.0,1226130.0,729775.0
2025-08-27,1243447.0,1271591.0,735051.0
2025-08-28,1267287.0,1285760.0,1008000.0
2025-08-29,1210579.0,1232826.0,751405.0
2025-08-30,1027471.0,1061620.0,519070.0
2025-08-31,969314.0,1015655.0,400337.0
2025-09-01,1232170.0,1255669.0,799093.0
2025-09-02,1248625.0,1276680.0,835309.0
2025-09-03,1278667.0,1313955.0,429316.0
2025-09-04,1276098.0,1314095.0,610988.0
2025-09-05,1235636.0,1259553.0,802646.0
2025-09-06,1016693.0,1055586.0,584759.0
2025-09-07,957651.0,1008799.0,257360.0
2025-09-08,1239446.0,1256133.0,769838.0
2025-09-09,1282017.0,1306010.0,1015788.0
2025-09-10,1283018.0,1307220.0,1025576.0
2025-09-11,1266992.0,1298568.0,495498.0
2025-09-12,1249856.0,1290608.0,429110.0
2025-09-13,1063641.0,1109135.0,347768.0
2025-09-14,984751.0,1015521.0,450423.0
2025-09-15,1269431.0,1316686.0,162394.0
2025-09-16,1305157.0,1350365.0,170353.0
2025-09-17,1301101.0,1334691.0,451714.0
2025-09-18,1302372.0,1349332.0,401717.0
2025-09-19,1262812.0,1294246.0,593629.0
2025-09-20,1060295.0,1097025.0,314382.0
2025-09-21,1040798.0,1091196.0,305449.0
2025-09-22,1277538.0,1306664.0,744367.0
2025-09-23,1277676.0,1295815.0,796140.0
2025-09-24,1311220.0,1335089.0,496651.0
2025-09-25,1367761.0,1397670.0,530580.0
2025-09-26,1349417.0,1376529.0,715696.0
2025-09-27,1118398.0,1144519.0,727200.0
2025-09-28,1032988.0,1068732.0,703764.0
2025-09-29,1277063.0,1307215.0,951340.0
2025-09-30,1302463.0,1334477.0,985322.0
2025-10-01,1287318.0,1317632.0,893277.0
2025-10-02,1278819.0,1307656.0,789834.0
2025-10-03,1096341.0,1132589.0,353904.0
2025-10-04,1169408.0,1215877.0,141449.0
2025-10-05,1129930.0,1185584.0,82830.0
2025-10-06,1367487.0,1396095.0,624132.0
2025-10-07,1340346.0,1371840.0,1102474.0
2025-10-08,1334632.0,1370250.0,1082962.0
2025-10-09,1365078.0,1389087.0,981912.0
2025-10-10,1384605.0,1411148.0,810015.0
2025-10-11,1180054.0,1217094.0,724836.0
2025-10-12,1084331.0,1120843.0,722451.0
2025-10-13,1312674.0,1332546.0,1127482.0
2025-10-14,1337258.0,1378444.0,1053300.0
2025-10-15,1357894.0,1387871.0,1132333.0
2025-10-16,1382481.0,1411434.0,973470.0
2025-10-17,1366166.0,1395080.0,948172.0
2025-10-18,1155883.0,1183852.0,756882.0
2025-10-19,1104883.0,1135679.0,427032.0
2025-10-20,1395263.0,1426482.0,599066.0
2025-10-21,1408891.0,1450606.0,486097.0
2025-10-22,1375162.0,1398807.0,956607.0
2025-10-23,1403681.0,1422872.0,500205.0
2025-10-24,1406042.0,1451858.0,209932.0
2025-10-25,1242940.0,1280617.0,151639.0
2025-10-26,1220182.0,1272324.0,19881.0
2025-10-27,1431539.0,1463066.0,392178.0
2025-10-28,1446031.0,1481551.0,374558.0
2025-10-29,1416989.0,1442030.0,601581.0
2025-10-30,1398274.0,1438235.0,479648.0
2025-10-31,1294944.0,1308221.0,735396.0
2025-11-01,1154534.0,1194566.0,412758.0
2025-11-02,1111424.0,1129350.0,666114.0
2025-11-03,1382147.0,1419468.0,627219.0
2025-11-04,1409264.0,1443710.0,679792.0
2025-11-05,1406107.0,1441760.0,766400.0
2025-11-06,1412122.0,1433966.0,994305.0
2025-11-07,1410071.0,1432433.0,1196382.0
2025-11-08,1219418.0,1239834.0,1132842.0
2025-11-09,1142669.0,1178647.0,1052159.0
2025-11-10,1380867.0,1403131.0,1130595.0
2025-11-11,1419741.0,1445067.0,903091.0
2025-11-12,1435908.0,1466220.0,704237.0
2025-11-13,1454544.0,1495288.0,630507.0
2025-11-14,1390965.0,1402308.0,987893.0
2025-11-15,1232957.0,1273984.0,631373.0
2025-11-16,1150784.0,1160538.0,851797.0
2025-11-17,1470552.0,1503618.0,912567.0
2025-11-18,1525539.0,1566181.0,868414.0
2025-11-19,1509612.0,1539964.0,983437.0
2025-11-20,1519622.0,1557011.0,1132173.0
2025-11-21,1496329.0,1533921.0,1232216.0
2025-11-22,1347248.0,1369581.0,783436.0
2025-11-23,1315656.0,1359941.0,536719.0
2025-11-24,1524977.0,1551602.0,1079762.0
2025-11-25,1495487.0,1531598.0,1331813.0
2025-11-26,1516831.0,1551722.0,1330684.0
2025-11-27,1573451.0,1606840.0,837857.0
2025-11-28,1528477.0,1555146.0,821731.0
2025-11-29,1287228.0,1298903.0,755308.0
2025-11-30,1245781.0,1292129.0,617338.0
2025-12-01,1519273.0,1548293.0,801341.0
2025-12-02,1567803.0,1603014.0,946692.0
2025-12-03,1535110.0,1564321.0,1384708.0
2025-12-04,1545582.0,1578449.0,1323240.0
2025-12-05,1505100.0,1536901.0,1356529.0
2025-12-06,1319180.0,1343866.0,582770.0
2025-12-07,1190542.0,1225386.0,564028.0
2025-12-08,1481837.0,1523313.0,587019.0
2025-12-09,1468406.0,1487705.0,828352.0
2025-12-10,1506556.0,1547470.0,755548.0
2025-12-11,1524915.0,1565670.0,863916.0
2025-12-12,1436419.0,1443459.0,1193462.0
2025-12-13,1303271.0,1318662.0,963210.0
2025-12-14,1273816.0,1306164.0,705548.0
2025-12-15,1482239.0,1516332.0,841682.0
2025-12-16,1472258.0,1503265.0,1065685.0
2025-12-17,1455822.0,1483836.0,1116499.0
2025-12-18,1447387.0,1494326.0,576896.0
2025-12-19,1399187.0,1438028.0,666676.0
2025-12-20,1196565.0,1201509.0,974316.0
2025-12-21,1151739.0,1159509.0,633341.0
2025-12-22,1329528.0,1360133.0,633178.0
2025-12-23,1338046.0,1357972.0,473975.0
2025-12-24,1221423.0,1270995.0,341106.0
2025-12-25,1154458.0,1179703.0,553234.0
2025-12-26,1155556.0,1166489.0,817135.0
2025-12-27,1238451.0,1268319.0,740514.0
2025-12-28,1199336.0,1216601.0,822695.0
2025-12-29,1319113.0,1337356.0,660072.0
2025-12-30,1310280.0,1335309.0,691980.0
2025-12-31,1255282.0,1276398.0,430652.0
2026-01-01,1189271.0,1239450.0,53641.0
2026-01-02,1332253.0,1356186.0,281459.0
2026-01-03,1301584.0,1337833.0,460688.0
2026-01-04,1256515.0,1280391.0,663812.0
2026-01-05,1474560.0,1490864.0,1118981.0
2026-01-06,1512582.0,1545158.0,1252850.0
2026-01-07,1639694.0,1681280.0,863749.0
2026-01-08,1620144.0,1643932.0,1214478.0
2026-01-09,1586695.0,1612860.0,540735.0
2026-01-10,1411533.0,1456300.0,789750.0
2026-01-11,1373999.0,1383960.0,954652.0
2026-01-12,1622700.0,1655423.0,1035573.0
2026-01-13,1569000.0,1610174.0,1000689.0
2026-01-14,1551506.0,1582772.0,979070.0
2026-01-15,1544164.0,1571630.0,890036.0
2026-01-16,1509707.0,1550930.0,856167.0
2026-01-17,1334126.0,1348295.0,960231.0
2026-01-18,1297055.0,1334465.0,809141.0
2026-01-19,1566163.0,1583276.0,1042903.0
2026-01-20,1594821.0,1626390.0,1213265.0
2026-01-21,1627416.0,1660429.0,1067852.0
2026-01-22,1651328.0,1681661.0,982201.0
2026-01-23,1612109.0,1644092.0,892265.0
2026-01-24,1406121.0,1422842.0,878428.0
2026-01-25,1352133.0,1382726.0,899174.0
2026-01-26,1596998.0,1613176.0,1174752.0
2026-01-27,1599165.0,1624847.0,1160002.0
2026-01-28,1606138.0,1640112.0,1048506.0
2026-01-29,1647000.0,1679726.0,1153824.0
2026-01-30,1601614.0,1621294.0,1014542.0
2026-01-31,1393411.0,1414286.0,744660.0
2026-02-01,1308319.0,1323780.0,719712.0
2026-02-02,1570968.0,1590474.0,768263.0
2026-02-03,1649038.0,1678919.0,686117.0
2026-02-04,1619362.0,1638260.0,959810.0
2026-02-05,1618242.0,1649557.0,1103973.0
2026-02-06,1565958.0,1585638.0,1250032.0
2026-02-07,1328510.0,1359403.0,1008345.0
2026-02-08,1269376.0,1299174.0,885731.0
2026-02-09,1523678.0,1534840.0,1206345.0
2026-02-10,1533661.0,1550817.0,1073163.0
2026-02-11,1540686.0,1560027.0,1015369.0
2026-02-12,1521055.0,1544258.0,823503.0
2026-02-13,1506006.0,1533005.0,1007633.0
2026-02-14,1353476.0,1371733.0,1084895.0
2026-02-15,1277387.0,1307116.0,718138.0
2026-02-16,1517532.0,1550214.0,844850.0
2026-02-17,1540174.0,1561743.0,1058881.0
2026-02-18,1565863.0,1583105.0,1183194.0
2026-02-19,1591668.0,1605328.0,823160.0
2026-02-20,1549135.0,1559186.0,774038.0
2026-02-21,1310472.0,1353913.0,325472.0
2026-02-22,1202851.0,1251940.0,204350.0
2026-02-23,1439290.0,1478416.0,344055.0
2026-02-24,1467454.0,1473064.0,1187005.0
2026-02-25,1440647.0,1457468.0,962940.0
2026-02-26,1419136.0,1455928.0,610838.0
2026-02-27,1362930.0,1399343.0,519166.0
2026-02-28,1182278.0,1223546.0,325157.0
2026-03-01,1123410.0,1167458.0,422543.0
2026-03-02,1352607.0,1386994.0,706432.0
2026-03-03,1369185.0,1393479.0,906556.0
2026-03-04,1387666.0,1416972.0,991770.0
2026-03-05,1361720.0,1393209.0,747617.0
2026-03-06,1344857.0,1369837.0,906782.0
2026-03-07,1144222.0,1172498.0,800041.0
2026-03-08,1078056.0,1113958.0,666863.0
2026-03-09,1325913.0,1351636.0,956522.0
2026-03-10,1343734.0,1364117.0,947358.0
2026-03-11,1399596.0,1441875.0,531937.0
2026-03-12,1389527.0,1430468.0,498158.0
2026-03-13,1391487.0,1446042.0,404634.0
2026-03-14,1208166.0,1211117.0,922224.0
2026-03-15,1141064.0,1172572.0,797608.0
2026-03-16,1398300.0,1445677.0,592096.0
2026-03-17,1387897.0,1408690.0,942405.0
2026-03-18,1359940.0,1407632.0,613576.0
2026-03-19,1332668.0,1360166.0,843802.0
2026-03-20,1320102.0,1350093.0,932869.0
2026-03-21,1157142.0,1185024.0,786253.0
2026-03-22,1086420.0,1139273.0,498699.0
2026-03-23,1311726.0,1337210.0,
